"","gsc","cb","bam_hs_input","young","wt","ZFRP","Mio","Raptor"
"Lmpt",3.055,4.913,5.627,5.128,2.932,7.71480204798118,8.09954518071729,7.35666600407287
"Mipp1",5.887,8.005,8.615,8.088,4.316,7.89202237136215,8.54940271563256,7.6375242567521
"Prm",4.052,7.563,7.821,7.139,3.355,8.4813605490922,8.60087185404886,8.43754041439492
"Mlp84B",3.703,6.407,5.954,5.941,2.305,7.22090343911945,7.38027357896935,6.72243646637397
"Mf",5.438,7.634,8.782,7.133,3.306,10.7877197810733,10.5255979684933,9.56181149985192
"CG10433",5.631,6.92,9.13,3.964,3.097,9.17615485229945,8.62657692802805,8.51826847010459
"Zasp66",5.47,7.592,8.938,7.291,3.162,9.35774575945581,9.29279383839319,9.02120623603955
"Mp20",8.36,10.309,11.803,8.906,6.147,11.3336426380464,11.2499863024959,10.330442905947
"wupA",6.812,8.783,10.583,8.414,4.705,10.5873022026023,10.7623567433101,10.0740991392749
"Tm2",6.43,8.5,10.014,8.087,3.89,10.3757212620606,10.3314324560866,10.3336727439593
"Mlc2",7.701,9.619,11.512,9.42,5.269,10.0308139779918,10.420138633351,9.69916083782907
"CG5597",6.029,7.56,8.383,5.706,2.971,8.06182419207598,7.82150837913131,6.95331087613635
"pyd3",4.945,6.692,6.287,4.743,2.559,6.6909988121994,7.77840150431854,5.90360405723991
"Pxn",4.231,8.029,7.885,5.181,1.765,8.61750802151955,8.63875108678687,8.36356668500873
"CG5080",3.721,6.279,5.069,4.787,2.311,6.88698921005016,7.97750201203216,6.41284347554659
"SPARC",7.969,9.339,9.094,8.429,4.931,9.79644685826655,10.0304756138706,9.29388870251257
"CG5612",5.892,8.275,7.993,5.08,4.072,8.0313668414547,7.91323906252327,6.4356943070796
"CG7497",3.89,6.243,5.709,7.018,1.381,5.73096373309201,6.84057563701973,6.00825141721105
"TpnC73F",7.16,9.288,10.691,8.845,4.444,10.6241852541978,10.0778261579454,10.022506830044
"MtnA",9.668,8.081,11.459,7.076,6.141,13.0602330238913,13.387137454184,10.7097944982147
"up",6.702,8.988,10.254,8.643,5.022,11.0635936128993,10.5482597269421,10.7537432459521
"CG1674",2.984,6.418,6.186,5.838,1.572,6.8938865680818,7.49934621898391,6.14876085150616
"regucalcin",6.154,8.173,7.271,6.108,5.482,9.61542778061434,10.3657782747889,8.81485305577405
"Cyp4g15",2.76,4.574,5.325,3.066,-0.349,4.87250130856598,5.10236336813915,4.95419473099181
"CG30076",-0.563,0.558,4.45,4.588,-0.37,5.80765971931169,6.12553931400835,5.51120487585344
"CG8547",3.728,7.195,6.291,6.291,2.557,6.31346659299048,6.64827981175986,6.10700633188841
"CG17224",5.173,5.94,6.573,4.986,3.985,6.97799775900447,7.03371330302569,6.08215880645808
"CG16926",5.701,9.211,7.763,1.724,2.028,8.65998628598075,8.17547702665311,7.41330860739954
"Sr-CI",1.88,5.033,4.77,1.489,-0.317,5.31808360067765,5.90477748866406,3.96296880470213
"Hml",0.326,4.018,3.429,3.062,-0.722,4.48594434599425,5.9484199010825,4.07460492445915
"Gel",4.121,6.723,5.583,5.02,3.942,5.60545398645351,6.80626761632528,5.09830643843218
"Mlc1",6.624,8.691,10.193,8.499,3.908,10.7354696604187,10.8755194786887,10.5552230987448
"Ance",3.739,6.179,7.406,4.136,3.256,6.57670737420108,7.19251945722956,5.63352408234458
"Eip63F-1",2.04,4.051,4.519,2.821,0.662,4.644515452017,5.93841293554125,3.60341430570464
"Neurochondrin",4.311,7.268,6.865,5.77,2.436,6.86061471024199,7.14137420085742,6.52837541852406
"CG14629",5.597,7.514,6.838,4.409,2.452,7.01568619627307,7.8234048204059,6.8392580941979
"NtR",3.077,5.556,5.603,4.014,-0.659,5.60299533678419,6.62092589510739,4.8698171923184
"CG5397",2.995,5.009,3.169,2.592,0.644,5.69170169049741,5.08735575130652,4.30492820765214
"GluRIID",0.694,3.445,3.446,3.671,0.331,3.72544506301855,4.51543283092311,2.98400183183147
"CG9743",3.434,6.093,5.642,5.409,1.718,6.17366214817379,6.47560931480879,5.91810564111511
"CG30026",4.653,7.353,9.414,3.844,3.722,9.29256584532635,8.45208697723784,8.18497248302397
"ckd",3.268,5.341,6.501,0.967,0.676,6.98883339695122,6.29113034778096,5.89428288839568
"CG6891",6.999,7.866,7.546,6.638,5.276,8.65890175876664,8.49730758708926,7.96972910109792
"CG5867",5.228,6.957,7.61,6.224,2.267,7.65010410435431,8.24949934765899,7.82333908488548
"GluRIIE",0.934,2.998,5.057,3.243,-0.253,2.92279668238656,3.94173231666508,2.70073634525993
"su(r)",1.307,4.499,2.541,3.288,1.586,3.33683608121145,5.01914480345094,3.48704996964763
"NKCC",1.162,5.37,3.357,3.143,0.447,3.93112895876634,4.856456001691,3.38756139444593
"Aldh7A1",1.782,4.523,1.638,1.855,0.675,3.76761631405342,6.87829674672971,3.45460528148737
"Gasp",1.833,4.508,6.053,5.379,0.542,5.83408780872977,6.2760282993204,4.94432423549844
"CG13067",5.584,8.049,9.424,8.787,3.44,8.88946484787943,9.92118927423483,9.25067135191302
"CG4950",2.252,4.469,5.829,5.14,-1,5.24187942971817,7.521113648989,4.74262947875123
"CG45076",3.766,6.79,7.626,6.026,2.562,8.31107292580048,8.00950800216081,7.94362788283076
"CG46339",4.036,7.004,5.323,5.19,2.337,6.24012639509593,6.71915351159573,5.46688153251138
"CG6310",6.828,7.253,8.115,7.086,5.543,8.38264601310439,8.49179672641075,7.42229608438144
"CG13282",2.852,4.87,5.422,4.776,1.15,4.85634261430156,5.24125454694407,4.27851852975074
"gbb",5.455,6.605,6.197,5.778,3.75,6.64823163463722,6.52018869654159,6.05176476044137
"nrm",1.254,4.159,4.183,3.891,0.447,5.17225859048326,5.47683519146435,4.78393405463879
"CG12730",2.933,4.344,5.011,3.822,2.13,5.78878977772915,5.51463504959836,5.31464922836694
"tau",-0.46,1.72,2.506,1.163,-0.752,3.24407378916916,5.54865675725023,2.45548674119752
"Gpo1",4.195,6.158,5.113,4.928,3.053,5.32726440472973,7.48854383298852,5.55249055887932
"RIC-3",2.062,5.089,5.246,3.691,0.435,5.10344384309006,5.39558564941248,4.37693378264434
"Drip",4.191,6.543,6.205,5.037,3.59,8.19167979872879,8.17459528332034,7.34181117217786
"Act57B",8.941,11.883,12.838,11.838,7.158,12.2243134865689,12.1286647918473,12.4831719498969
"ringer",3.656,5.024,6.125,4.852,2.347,7.40386568140846,7.42016794507222,6.60392562411623
"CG1136",3.512,6.031,6.272,5.123,1.866,5.3575717569242,5.52823882282391,5.26414911581603
"sals",1.695,4.523,4.376,3.708,0.866,5.62276631330361,5.2793171008865,5.41749371353551
"CG42502",NA,NA,NA,NA,NA,8.75750475486191,8.56413947709493,8.21878188725224
"Tsp42Eg",4.908,6.51,7.583,5.761,3.308,6.61314313634861,7.35362597460844,6.04614803404244
"fat-spondin",2.455,5.427,4.761,4.081,1.235,4.63286858554619,5.9386465091639,4.43822861501575
"CG9416",3.028,4.567,4.353,5.637,2.187,4.21029307137334,4.55984043010381,3.70483760303247
"Esyt2",3.746,6.019,6.375,5.48,2.599,6.4778505637506,5.97811716214081,5.76747806651194
"Mhc",4.306,8.62,8.26,8.581,3.604,8.80571684779323,9.2718560936495,9.29638308392284
"CG32687",4.529,6.795,6.774,4.401,4.027,6.77878732927729,7.15459725058711,5.73031587305672
"CG3091",3.469,5.561,4.7,3.767,1.746,5.46604801986154,5.76849920583318,4.62934170536904
"Cyp313a4",2.756,4.424,2.863,5.484,1.275,4.62050437720344,5.27845471369366,4.16428585101931
"eater",0.391,2.396,3.22,1.474,-0.929,4.56835199996289,4.79260518085985,3.29650104514829
"Tsp42Ee",9.679,10.687,11.166,9.716,8.471,10.2338920069038,10.3292408392333,9.42161224297442
"CG1092",2.664,4.556,4.285,3.619,0.743,5.71704262284665,6.39601069927444,4.95432249663871
"NijA",2.769,5.087,5.772,3.523,2.426,4.84197099505422,5.33514423450442,4.34674716651621
"by",3.034,5.334,5.137,5.009,2.556,5.69163409196807,5.99317211209832,5.35243985468106
"CG10126",5.28,6.387,6.463,2.536,4.017,7.44391640656567,6.68001411658669,5.88694092324633
"CG13124",4.152,7.005,6.687,6.095,3.033,6.57675105011583,7.12163471246765,6.28565978555333
"drl",3.226,6.772,5.909,4.005,0.727,5.04552713316152,5.38489605221915,4.48488725881555
"wat",2.349,4.818,4.459,5.014,0.743,4.27891117698814,5.41757109038689,4.13899605176835
"CG43897",2.115,5.367,5.313,4.736,0.749,6.06822558024957,7.64107560716938,5.54143471144979
"CAH9",5.281,6.845,7.764,5.798,2.791,7.88992028085078,7.90580806793257,7.93417181459081
"Cyp318a1",1.918,4.023,2.921,4.932,0.272,4.66121880626501,5.57782244396974,4.56185498887297
"CG17029",4.043,4.29,2.386,4.466,2.46,5.73006835671708,8.68866554500301,4.91752955795767
"CG9372",2.386,4.411,3.981,3.522,0.25,4.62079171072951,5.78868949937678,3.81920774290927
"Pax",4.941,7.03,6.586,6.45,5.394,8.85199858290135,8.49257111965822,8.59187734250901
"cry",4.271,5.035,4.552,5.913,2.452,5.42983733377658,6.11378779426074,5.29552330989603
"CG9338",6.228,7.605,8.751,4.763,2.714,9.38938024576095,9.34430201928319,8.7303910381256
"CG15695",0.493,2.331,3.848,2.379,-0.367,3.64676884404293,4.30914685073875,3.14508940982232
"CG44325",5.165,6.273,6.938,4.702,3.108,9.60587581517776,9.10839655756957,9.23529115647622
"CG12541",3.165,5.43,5.201,5.198,0.726,5.33921819907779,5.60145774113002,4.67192924543279
"CG17190",4.893,5.48,6.209,5.386,1.499,6.45475489268728,6.70365534017978,6.68491842205084
"SmydA-9",2.041,4.24,4.234,5.312,0.338,5.43706328461445,6.44166941776552,5.6101960495139
"Ppn",3.402,7.948,7.012,8.161,1.849,7.53601528483022,8.58119359435918,7.83789076154897
"CG32354",2.564,5.495,5.127,4.075,0.373,5.02984858922371,5.26326456536691,4.82388182811089
"l(2)01289",1.13,4.739,3.275,4.266,0.832,5.19429374304506,5.47526606352317,4.57916962404068
"CG11155",2.594,5.301,5.907,3.789,1.814,6.01013250962902,6.36600349007306,5.00098500582292
"CG17549",3.518,5.687,6.847,3.624,1.246,5.73414494610756,6.3848420547734,5.0670817060849
"CG11961",3.371,5.285,5.395,5.003,2.826,4.19739914043407,5.01762179064535,4.06709939218267
"CG1572",6.876,8.586,8.73,7.724,5.207,9.31087399184658,9.03056225955655,9.27677952003252
"CG6867",0.699,3.751,3.739,2.353,-0.394,2.89143138552036,3.84901354625994,2.65655564040446
"Mmp1",1.801,4.301,3.545,3.816,1.472,3.99795648317828,5.42724263252445,3.45160099882406
"Mgat2",1.924,4.254,4.235,3.865,1.765,4.42027229798941,4.58388815965381,4.02719995278087
"abd-A",1.597,5.07,5.696,4.555,1.256,5.55947854005114,5.86965980220381,4.97284758349763
"OtopLa",1.707,6.245,5.231,5.63,0.712,6.56825668762017,6.59811056031652,5.9820876620628
"vir-1",6.18,7.344,9.052,4.205,4.281,8.60699036988156,8.15910170084722,7.25745835812042
"Picot",4.983,7.243,7.079,5.686,5.864,7.14417079035696,7.85886840771776,6.69577901651464
"CG4250",8.417,9.193,8.92,8.728,5.727,9.29264413570978,9.40356902748981,8.60289948468602
"CG31690",0.823,2.841,5.055,2.377,-0.928,3.75841118871274,5.1156619157306,3.78792626004255
"Pvf2",0.671,2.969,1.26,2.813,-0.223,3.54715053277724,4.75749446272996,2.89601627054968
"Cyp4d8",3.037,4.388,4.092,2.551,2.536,5.98314736902958,5.39439924248581,3.81794475920469
"CG40486",2.813,5.222,6.304,1.266,0.983,5.7658924077219,6.47793383742083,6.32669211213126
"CG5023",7.162,8.7,8.85,7.832,4.223,10.2958088878342,9.72482220817191,9.51282082439274
"Prip",8.168,9.458,10.308,8.625,8.306,10.5574328997536,10.5486682401057,9.92292694990461
"Cyp4d2",1.31,3.32,3.591,1.468,0.498,2.67510870571742,5.32884637544598,2.37207610038639
"CG8008",2.337,5.018,5.166,2.325,1.252,5.4095187128724,5.05487914316874,4.78097142329506
"Pkc53E",1.83,4.761,4.774,2.148,1.886,5.49876521453411,6.08489922596673,4.63321725570385
"CG5162",5.65,6.252,5.392,3.01,2.544,6.18673017286383,5.84612209473195,5.13466908126847
"CG6006",2.985,6.351,5.742,5,2.936,6.08130664313373,6.90763331157041,5.59768831103409
"tn",1.471,4.741,4.373,4.687,0.701,4.6061548582946,5.45087945126295,4.97737436001304
"Timp",5.815,7.812,7.819,7.111,5.021,6.96897634975599,7.07937899681817,5.92737398496805
"GstE12",7.597,8.329,7.82,7.792,5.986,8.80811093108728,9.63600840308477,8.64426857137683
"CG31676",4.531,8.141,6.528,3.835,1.207,5.9664117763851,5.62072204554268,5.26088701673583
"Glt",2.45,6.339,5.102,4.454,0.369,5.90389188259186,7.1756975420208,5.58158078520949
"nAChRbeta3",2.412,4.671,5.166,3.058,-0.851,5.11640158453924,6.09844933918389,4.66868527549853
"AnxB9",7.296,8.589,8.75,7.366,7.091,9.81785998141396,9.31986379034937,9.21097208296412
"CG13793",0.578,1.512,3.196,0.904,-0.88,4.39573987964736,4.30775470482134,3.87069795955587
"CG2736",4.098,5.907,5.156,2.152,0.998,5.62472421320198,5.04369847453318,4.91245216792598
"CAH1",3.442,5.659,4.745,2.021,1.481,6.50551391470757,6.2684801187824,5.221692124855
"CHKov1",1.649,4.262,5.132,3.622,1.533,3.90723704004479,4.61512226261745,4.45469127513191
"TrissinR",1.148,4.273,3.022,3.427,0.456,3.53543717648745,4.01731568611371,3.67379463083505
"nrv2",3.236,5.535,6.235,4.666,3.533,7.51806181113228,6.98445966552626,6.19091703970699
"Dif",1.99,5.286,4.605,3.871,1.211,5.24041515488734,5.62884664748626,5.02497109096642
"CG11594",2.095,4.351,2.337,2.492,1.864,2.89792519093525,6.20758867792731,3.06250738488309
"Ldsdh1",4.541,6.766,6.978,4.529,0.278,5.16720533698877,5.53261917038658,4.96946341210166
"Vha68-1",3.258,5.196,4.838,4.369,1.318,4.4174094496749,4.95311951495279,3.93476572751987
"CG8012",6.113,6.054,8.36,5.458,1.862,7.80131422100501,7.60606583413589,7.76540199227841
"CG32032",3.621,3.002,5.048,1.933,1.145,5.05232509622354,5.19347951572431,3.44663176462118
"CG5001",3.109,5.085,5.24,4.505,2.238,5.13845202305454,5.12920276793225,4.70254574498751
"CG6357",6.532,8.113,9.814,6.743,6.607,9.45088004407381,9.20965322624855,8.43455360172012
"CG7378",2.515,5.336,5.106,4.52,1.233,6.35294093064946,6.46467723040415,5.57550410077154
"Spn77Ba",2.608,4.469,4.604,2.619,0.918,4.42529185758476,4.517263437144,3.80962946958098
"Ca-Ma2d",0.238,3.697,3.976,3.568,0.059,2.99964471633104,4.20826235287272,2.65406739223758
"CG5177",5.692,7.546,8.567,7.219,3.832,8.97705489921469,8.73858507632509,8.35987584769194
"CHKov2",2.409,4.645,4.941,3.666,1.627,4.97610586481727,5.2638927381113,4.20112782841864
"Kank",2.663,5.67,4.244,4.546,2.059,5.14729961895046,5.55730073891123,5.22000925949521
"beat-IIIc",1.524,4.172,6.267,3.23,1.158,5.22159828989785,6.001413207798,4.37578104199674
"CG33494",4.417,6.62,6.518,2.154,0.747,6.73963732502748,6.50490077365317,5.26842733004588
"Cyp6a13",4.39,5.872,5.21,3.923,3.879,5.60435061282703,4.8153917181377,4.72554126861346
"CG31826",3.434,4.604,5.157,4.263,1.044,5.65734534713722,5.72392367133525,5.2357757358151
"lectin-24Db",2.584,4.363,6.013,3.388,-0.636,5.91150343112888,6.8745061597331,4.7674800014967
"CG5910",2.409,4.519,4.601,2.83,0.258,4.98880952382192,5.24851016956515,4.33388194195279
"Stacl",0.178,2.672,2.517,2.65,-0.614,4.84243593514983,5.52228001369124,4.22373612507782
"CG33521",2.838,5.715,6.081,4.918,2.061,5.92174335717934,6.22560300047507,4.94305521011202
"CG34325",5.162,6.557,6.848,5.584,3.531,6.04388682695464,5.60078102574404,5.73187799246448
"CG10226",0.881,3.659,3.238,1.139,0.69,3.69853169105625,4.64950605681217,2.82345769757083
"htl",2.845,5.72,5.699,5.028,1.691,5.34303077041799,6.0705538165068,4.90130881959833
"NT5E-2",5.191,6.848,6.216,5.474,4.084,5.97538262696345,7.19395283858664,6.20684932159545
"CG14696",4.397,5.904,5.571,4.036,1.369,4.95655716556851,5.14767278166727,3.91056478117297
"Tsp42El",3.598,4.513,5.845,3.947,3.141,5.88420907559166,5.61386621516919,5.50096629351765
"mthl2",1.493,3.439,4.155,1.377,-0.273,3.85534137143213,4.44379814427862,3.08549137510198
"Gal",1.222,3.841,2.186,2.627,-0.055,3.53820025257633,5.74448283581541,3.39965115156906
"Ih",0.896,4.137,4.032,3.451,0.81,5.26722966313877,5.92098582719383,4.91289897630392
"CG31997",5.517,6.85,8.609,4.035,1.843,7.76503668188535,7.74924962561609,6.81759604974208
"Zasp52",2.642,5.99,5.436,5.35,3.607,7.81884842486159,8.23959058036008,7.43253060729952
"CG6656",2.34,4.354,5.177,3.321,1.553,4.10560770270409,5.35637112480416,3.79968799018228
"CG6329",1.043,3.668,3.075,2.519,0.131,4.50923052104241,4.65199320246118,4.1244270276851
"cpx",-0.333,1.471,1.419,1.239,-0.582,3.33275850096654,4.04653166996697,2.18080098409191
"CG13506",4.071,7.148,7.098,6.687,3.415,6.2642648788099,7.13523179853006,6.10779770231713
"CG8888",2.44,5.481,4.814,4.858,0.823,5.6763710058208,5.56415657495842,5.25047011258749
"CG10311",3.753,5.49,6.185,4.053,2.117,5.63764363141263,6.17630918854853,5.67175098708994
"CG4239",3.793,5.503,6.242,4.924,4.151,5.71264000512477,5.95300594124966,5.19083961315685
"Tsp42Ed",4.377,6.244,6.966,4.41,2.985,7.19344077370059,7.660284011621,6.88528100175965
"lectin-28C",1.619,3.448,2.972,2.371,-0.714,3.64313282929771,6.98425964115965,1.84515708738178
"CG12814",1.243,3.231,3.899,3.9,0.898,3.37168101286106,4.48148879431992,3.21355530540207
"CG42390",1.777,4.497,4.16,3.447,1.245,4.53272096935476,4.74101947811646,4.37384095057853
"CG17278",2.947,4.616,4.349,3.129,1.097,5.11327378580587,5.13517412258136,3.98631567161144
"CG5254",3.104,4.586,3.089,3.257,2.251,4.54218405410222,5.94946004812459,4.76167069037882
"CG7272",3.681,4.823,3.983,4.819,3.024,4.50757451078713,6.28851842053249,4.16302112836877
"Cyp6a9",2.904,5.574,4.393,3.62,2.63,4.72715294120985,6.07655335972103,3.89419877331413
"Cyp9c1",2.981,5.008,5.522,4.136,2.769,5.32794954402067,5.20801151981707,3.9548987691787
"CG15629",3.649,5.603,5.154,4.195,0.879,4.69752653235269,4.6676497211923,3.79670175817055
"Nepl16",1.269,4.563,4.5,3.314,1.061,3.25176073393639,4.14083942006981,2.44198421353285
"Blimp-1",-0.678,2.241,2.707,2.562,-0.541,1.95524699904146,3.89017099230087,2.13514488758261
"CG5381",3.109,5.834,6.078,4.581,3.819,5.78550458054313,6.29284196348419,4.95188468846343
"FipoQ",NA,NA,NA,NA,NA,4.61714879279848,4.94470124950901,4.8891032721229
"SP1173",4.803,7.024,7.609,5.866,3.528,7.39216564542194,7.19603335964087,6.15966910637424
"Gs2",4.787,6.684,5.746,4.649,3.022,7.27581107878732,8.0784775829953,5.95901810345867
"CG31999",2.875,5.533,5.559,4.702,3.313,5.1169974542327,6.09424802095161,4.00673582081584
"Kal1",5.081,7.725,6.23,4.324,3.678,6.93560021556704,6.72693978049069,5.92497802278758
"CG13284",1.054,2.69,1.448,0.903,1.277,3.42020159924722,5.63005222306716,3.26271129787753
"CG44085",3.011,6.657,6.409,5.612,2.198,7.94922174562604,8.13759748262786,7.40829688895382
"CG31445",1.119,3.396,2.243,1.055,-0.171,3.88897403059604,3.66630404332045,2.44651226301706
"St3",0.981,2.916,1.034,1.045,-0.403,3.0002751386994,6.27478837559996,2.55704593472625
"Cyp313b1",2.519,3.735,4.689,3.965,0.706,3.50922092552879,4.74131188041415,3.94389676356955
"CG3191",3.272,5.394,4.976,4.805,0.979,5.77970582958519,5.82118526777467,5.64998502535622
"CG3625",4.442,5.725,5.369,3.655,2.531,5.74719652841744,6.62287906543645,5.18455065638365
"Pgant2",1.621,4.997,1.202,2.602,0.737,3.43499277884647,3.72737582294809,2.25803790710604
"CG18304",0.076,3.693,2.705,3.649,0.057,3.77056270967745,4.20074490805469,4.06901100593999
"pot",1.361,3.43,3.594,4.155,2.076,3.21170476407905,3.85049022953482,2.89477821651901
"CG32280",3.794,5.817,6.084,4.106,3.648,5.30815754855578,5.71551952645312,4.94406024398052
"CG13920",2.772,4.58,6.084,3.964,1.123,4.73818726269055,4.94892168858895,4.36011321405495
"so",1.535,4.606,3.474,3.516,-0.076,3.8140547216843,4.35147052735015,3.87059804980739
"mspo",0.223,2.971,3.549,3.212,0.317,3.22790322663923,4.41028751725795,2.93879086439382
"Galphas",4.827,6.399,7.36,5.659,4.14,6.29758690440381,6.33374106932512,5.64374197389942
"CG3328",-0.044,2.496,0.675,1.453,-0.131,2.14021546246829,3.02848333491919,2.14863856586259
"Thor",8.121,9.56,10.235,7.21,6.968,9.56202212358104,9.35341259474774,8.86362078243813
"CG32813",1.915,4.351,3.74,3.806,0.798,4.11062126903917,4.69780220551182,4.11521598293147
"CG7860",3.075,4.301,4.428,1.554,2.004,5.02691036888276,5.70069023146044,4.67862636234221
"CG12493",4.451,6.037,5.118,1.461,0.942,1.84077527229752,5.3953193122197,1.51598532478656
"Syx4",3.228,3.61,5.485,1.96,1.671,4.7754246211026,4.72648574760191,3.66912383517762
"CG31675",3.035,4.376,5.032,2.919,0.454,4.43063063722376,4.31696634339256,3.64044891316456
"CG4829",0.565,3.682,3.71,4.638,1.784,3.56772812089862,4.22658232060746,3.65516362442179
"CG4213",0.411,2.948,2.397,2.579,-0.54,2.91514386474146,3.30449554719556,2.47432644172142
"Alp4",6.529,8.987,10.028,3.052,3.958,10.1819094388241,10.4170769237476,9.63427171935994
"fau",-0.1,0.474,3.697,-0.324,-0.592,9.38428678241175,9.323344215527,8.77033738694319
"Karl",1.901,3.756,5.029,2.456,-0.549,5.8585915118354,6.61746587115978,4.86452854192893
"Frq2",0.285,4.433,3.701,4.425,-0.083,3.60334651596451,4.72041825208452,3.42001699677629
"bdl",3.073,5.526,4.364,5.116,1.817,4.09390174501869,4.83822554782602,3.15941060310874
"GluRIIC",0.014,2.68,2.738,2.241,-0.647,2.32677134540407,3.20781296484766,1.8389686935148
"disco-r",0.134,3.431,2.942,3.531,-0.444,3.45477685932537,4.52107718178977,3.74221752262326
"nrv3",0.408,2.627,0.518,1.581,-0.392,2.39792070957423,3.59981901567657,1.00565706770561
"AstA-R2",1.095,3.934,1.663,2.709,-0.901,3.44583704559525,4.32916964143774,3.03588214250095
"CG17032",1.985,4.209,5.907,2.201,0.019,5.92383757994241,5.99798340134244,5.84958363891273
"Spn31A",1.297,3.864,3.433,3.445,0.116,4.59684545692848,4.59199990014887,4.04735301395427
"PPO1",3.671,5.695,3.827,0.542,-0.72,5.59954820714274,5.46687646275451,3.51737085049144
"axed",0.516,2.87,3.9,2.58,-0.34,3.46298290910695,4.39154101879363,2.74982619861153
"jp",1.551,5.191,4.302,4.331,1.202,5.65744701043077,6.07957959534935,4.96525866343713
"Act87E",4.426,7.529,8.829,8.363,2.841,8.8258302980476,8.48848772084596,8.95096394234127
"CG17919",3.873,4.97,6.657,2.866,1.46,7.05023042889265,6.37676632859838,6.51107363363282
"Mpcp1",3.192,5.577,5.983,3.799,0.876,6.06207017421827,5.60522614757281,5.73378395230757
"rgn",4.627,8.101,7.739,7.946,4.781,7.5264175195432,7.98838641676838,7.41379492520752
"CG31323",0.142,2.539,3.814,2.179,0.238,4.23634493638803,4.15310137352567,4.16524504287798
"fz2",2.26,5.741,5.114,5.546,2.191,5.24773994934555,6.20663360233011,4.92130012050455
"CG32444",5.372,6.45,5.489,2.809,0.902,6.17879466067854,8.17863507614812,5.60487663417003
"Unc-89",0.062,4.961,3.451,4.713,-0.06,4.4115788550352,5.21517663877884,5.06934266173215
"Cln7",2.974,4.387,2.822,3.248,3.585,3.96048908495467,5.15540147964465,3.95473164822211
"CG30269",NA,NA,NA,NA,NA,4.96090808025709,5.62974680084952,4.52906964234121
"Cyp6a20",2.931,5.116,5.459,2.04,1.343,3.59842715158823,4.83574544649557,3.26240476795496
"CG9717",-0.142,3.328,0.991,1.284,-0.609,1.54969056508022,3.88050908129463,0.83183128524198
"pio",3.126,5.483,4.774,4.353,1.433,6.57062162714056,6.67230220936657,5.55322770806072
"CG5758",4.155,7.092,5.197,6.285,1.963,5.77343880339183,5.68187463764039,5.02844356370949
"CG6409",3.233,8.056,4.929,2.608,1.321,5.28768751296438,5.71710632855364,4.1979213700823
"Ssk",3.322,4.488,3.119,0.603,2.534,6.09723801301044,7.41686856696885,4.61959152675896
"CG15211",3.296,5.163,6.59,5.239,1.675,5.2406482929482,5.90063212590554,4.85962637418904
"Unc-115a",1.334,3.448,2.861,2.871,1.042,4.81518698936053,5.56285440517228,5.06857287756449
"ham",0.145,3.44,3.738,3.28,-0.03,3.8535993265536,4.62888464178403,3.63989290612144
"CG10479",3.167,5.179,3.064,4.358,1.939,4.78029957899595,4.50293908801611,4.66489635293176
"slo",-0.304,2.959,1.36,2.054,-0.645,2.46513487296548,3.1399839655453,2.26982838168649
"Poxm",1.195,3.278,4.374,2.349,0.392,3.69154446176444,4.29739743824475,3.00681400861824
"Inos",6.723,8.647,10.185,7.879,7.149,9.04202866584792,9.25680159245914,8.68747219947068
"Tep4",3.046,4.417,8.778,6.057,4.635,8.66526510302058,8.10164122449524,7.99147978851208
"Oct-TyrR",1.002,3.184,2.332,2.289,-0.291,2.04402885820788,2.60520175095464,2.03703080586502
"CG13606",0.072,3.604,2.666,5.364,-0.239,3.45630763927721,5.01856327653091,3.60370738743824
"CG42369",3.439,5.709,5.067,2.483,-0.325,4.96362852469376,6.2135548826579,3.95421419730861
"galene",NA,NA,NA,NA,NA,3.1229793100461,3.49662616669963,3.10420823512503
"Ugt49C1",2.103,3.566,3.165,0.699,0.508,4.61233255563318,4.36271993935638,3.47684755753751
"stumps",0.896,3.973,4.052,3.294,0.707,4.24278930220472,4.65371378383769,4.13250920623308
"Pde8",1.161,5.87,4.924,3.148,1.514,4.92666565220808,6.14715984528683,4.53349575758853
"CG42394",4.811,5.417,6.931,4.819,3.279,6.19951915371991,7.28470938858627,5.27900449903036
"CG1648",5.512,7.152,7.772,6.384,3.043,8.14394853816127,8.87106665487959,7.75504537195086
"NimB5",1.725,3.617,3.959,2.558,-1,4.5283472218739,5.21072585244737,3.9931854628982
"Cyp12e1",1.018,3.799,3.983,2.048,0.751,3.43596084418809,3.72551461222393,2.93843978857984
"Ncc69",3.79,6.63,6.799,5.524,4.123,6.85737762101351,6.83039008437738,6.87989607104103
"CG30345",3.205,5.487,4.152,3.327,3.577,4.84477935500444,5.51251457389574,4.06355433644603
"ine",-0.059,3.634,3.323,-0.355,-0.024,2.27413245428014,4.40503050203478,2.10890405235741
"TM4SF",2.829,4.949,5.127,2.878,0.675,3.20200070034781,4.06538929689376,2.97753050197101
"Fas3",4.752,7.983,7.211,5.39,3.95,8.01930085836785,7.78389262029947,6.76663365940839
"CAP",0.947,3.976,3.119,3.584,1.623,5.53550455792507,6.17008085590087,5.5373526030246
"CG18067",4.883,5.98,6.344,2.782,1.894,8.24138279356581,7.22751849889118,6.43128299350082
"CG8745",2.267,4.478,2.858,0.911,2.175,4.7103130092509,6.97400755662023,3.64936237884419
"CG14968",2.399,4.147,4.506,1.265,1.692,5.68175778313713,5.28138902281307,4.63534610090869
"CG3770",3.752,4.916,6.172,4.718,4,5.6594009107843,5.31545321333556,5.53537194844589
